0.590259,9472
0.590317,9472
0.590333,9472
0.590345,9472
0.590356,9472
0.590367,9472
0.590379,9472
0.590390,9472
0.590401,9472
0.590411,9472
0.621564,9472
0.621621,9472
0.621635,9472
0.621647,9728
0.621658,9472
0.621670,9472
0.621681,9472
0.621692,9472
0.621702,9472
0.621712,9472
0.625323,9728
0.625379,9472
0.625392,9472
0.625404,9472
0.625414,9472
0.625427,9472
0.625438,9472
0.625449,9472
0.625461,9472
0.625471,9472
0.656572,9472
0.656625,9472
0.656640,9472
0.656652,9472
0.656663,9472
0.656673,9472
0.656687,9472
0.656698,9472
0.656709,9728
0.656719,9472
0.687776,9472
0.687818,9472
0.687829,9472
0.687837,9472
0.687846,9472
0.687854,9472
0.687861,9472
0.687869,9472
0.687878,9472
0.687886,9472
0.690278,9472
0.690322,9472
0.690332,9472
0.690341,9472
0.690349,9472
0.690357,9472
0.690365,9472
0.690372,9472
0.690380,9472
0.690388,9472
0.721566,9472
0.721608,9472
0.721621,9472
0.721630,9472
0.721638,9472
0.721646,9472
0.721654,9472
0.721662,9472
0.721670,9472
0.721678,9472
0.724080,9472
0.724122,9472
0.724133,9472
0.724141,9472
0.724150,9472
0.724158,9472
0.724166,9472
0.724173,9472
0.724183,9472
0.724191,9472
0.755335,9472
0.755377,9472
0.755388,9472
0.755396,9472
0.755404,9472
0.755412,9472
0.755420,9472
0.755428,9472
0.755436,9472
0.755443,9472
0.762816,9472
0.762854,9472
0.762865,9472
0.762873,9472
0.762882,9728
0.762890,9472
0.762900,9472
0.762909,9472
0.762917,9472
0.762925,9472
0.794058,9472
0.794113,9472
0.794127,9472
0.794138,9472
0.794149,9472
0.794159,9472
0.794170,9472
0.794181,9472
0.794191,9472
0.794202,9472
0.801577,9472
0.801629,9472
0.801643,9472
0.801654,9472
0.801665,9472
0.801676,9472
0.801689,9472
0.801700,9472
0.801710,9472
0.801721,9472
0.832806,9472
0.832859,9472
0.832875,9472
0.832886,9472
0.832898,9472
0.832909,9472
0.832921,9472
0.832933,9472
0.832943,9472
0.832955,9472
0.840352,9472
0.840410,9472
0.840426,9728
0.840439,9472
0.840451,9472
0.840463,9472
0.840475,9472
0.840487,9472
0.840502,9472
0.840514,9472
0.871556,9472
0.871611,9472
0.871625,9472
0.871637,9472
0.871648,9472
0.871658,9472
0.871668,9472
0.871679,9472
0.871689,9472
0.871699,9472
0.879145,9472
0.879200,9472
0.879215,9472
0.879227,9472
0.879238,9472
0.879248,9472
0.879259,9472
0.879269,9472
0.879280,9472
0.879290,9472
0.910308,9472
0.910357,9472
0.910369,9472
0.910381,9472
0.910391,9472
0.910400,9472
0.910410,9472
0.910420,9472
0.910430,9472
